Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
Devin Townsend: The Moth,1450007,2025-03-28,0,Music,"After a decade in the making, Townsend’s new composition, The Moth, tells the story of the human experience from birth to death. Together with the symphony orchestra Noord Nederlands Orkest, the narrative will be brought to life by an impressive seventy musicians, a sixty-member choir, and his own band (which includes Mike Keneally, Joseph Stephenson, Darby Todd, and James Leach).  Best known for his groundbreaking metal, progressive rock, and ambient music, Devin Townsend has pushed the boundaries of genre across his 30-year career and established an unparalleled artistic legacy. The Moth will be staged exclusively in Groningen, and there have been no plans for global access - until now.",en,https://www.themoviedb.org/movie/1450007,N/A,Everyone
Poison Tree,1448070,2025-03-28,0,,Adam and Nichole Benson move to a quiet suburban neighborhood to escape from the tension of their pasts. A troubling discovery soon disrupts their everyday life with a chilling message that not everything stays buried forever.,en,https://www.themoviedb.org/movie/1448070,N/A,Everyone
The Music of Erich Zann,1437348,2025-03-28,0,"Horror, Mystery","After moving to a new city, a classical piano teacher hears her neighbor Erich Zann playing an enigmatic melody, which awakens dreams, visions and a desire to learn how to play it.",pt,https://www.themoviedb.org/movie/1437348,N/A,Everyone
Akıllı Tavşan Momo: Büyük Takip,1457972,2025-03-28,0,"Animation, Adventure",,tr,https://www.themoviedb.org/movie/1457972,N/A,Everyone
Aitana Needs a Gun,1291593,2025-03-28,0,"Comedy, Drama","When two reckless best friends get evicted from their apartment, they embark on a road trip with a pair of German immigrants attempting to trap them into green-card marriages.",en,https://www.themoviedb.org/movie/1291593,N/A,Everyone
Super Kuuga Exhibition EXTRA EPISODE Revisited,1455936,2025-03-28,0,"Science Fiction, Action","Released as part of Kamen Rider Kuuga's 25th anniversary celebrations, Detective Kaoru Ichijo visits café Pole Pole for the first time in a long time, and looks back to the events that happened 25 years ago.",ja,https://www.themoviedb.org/movie/1455936,N/A,Everyone
Let us in,1453614,2025-03-28,0,Horror,"Two friends set out for a walk, unaware that one of them has forgotten to lock their door—leaving their home vulnerable to an unseen presence inside.",en,https://www.themoviedb.org/movie/1453614,N/A,Everyone
Nasaan,1458891,2025-03-28,0,"Drama, Family","Living as Canadian immigrants, an aging Filipino composer learns to connect with her grandson through her own music.",en,https://www.themoviedb.org/movie/1458891,N/A,Everyone
Amor de Freezer,1443683,2025-03-28,0,"Drama, Thriller, Horror",,pt,https://www.themoviedb.org/movie/1443683,N/A,Everyone
TMZ Presents | The Downfall of Diddy 4: His Defense,1456537,2025-03-28,0,,The Defense stage of the Diddy Drama unfolds.,en,https://www.themoviedb.org/movie/1456537,N/A,Everyone
Spice Bois: Da Movie,1417991,2025-03-28,0,"Action, Comedy","The film follows the music and comedy group Spice Bois, consisting of Buller, Globby, Gray and Kladd, in an alternate science fiction universe where the gang find a mysterious ball that allows them to travel through space.",sv,https://www.themoviedb.org/movie/1417991,N/A,Everyone
Who Saw the Peacock Dance in the Jungle?,1459992,2025-03-28,0,Drama,"On Christmas Eve, a former police officer and single father to a daughter was murdered. The suspect was arrested, and the case seemed to be over. However, the case begins to move again with a letter left by the deceased former police officer to his daughter. In it, he wrote, ""If the people listed below are arrested and indicted... they are falsely accused."" That list included the name of the person arrested for killing her father. The daughter, believing her father's letter, decides to unveil the mystery behind her father's death, despite the possibility that the dark secret her loving father hides from her might come to light.",en,https://www.themoviedb.org/movie/1459992,N/A,Everyone
Mr. Eternal Jellyfish,1419905,2025-03-28,0,Drama,"If even one child becomes better because of my persistence, then all my efforts are worthwhile! This film deeply portrays every little detail and hardships of the teaching profession. It’s not just a story about one teacher but a mirror reflecting the dedication and perseverance of every teacher. We hope that through this film, we can pay the highest respect to all teachers silently working in education, sparking greater awareness and respect for education and teachers, and together, rekindling the passion and dignity of teachers before it’s too late.",zh,https://www.themoviedb.org/movie/1419905,N/A,Everyone
The Hitchhiker,1441332,2025-03-28,0,"Horror, Comedy","To make a living, an unemployed graduate secretly transports a woman's corpse to Tây Nguyên in the dead of night. Along the journey, he confronts a supernatural world filled with restless spirits, a mysterious girl he longs for, and a dark truth tied to the ambulance he’s driving.",vi,https://www.themoviedb.org/movie/1441332,N/A,Everyone
Tharaipadai,1450177,2025-03-28,0,Action,"1000 Crores of money cheated by Chowdhury M.L.M Business in Gold and Diamonds in Suitcase. Chowdhury shoots David and takes the suitcase. Selva steals the suitcase from David. Chowdhury, who was saved by Maran, regains consciousness. He killed Maran family for his M.L.M. business.Using Chaudhary's lawyer, Maran plans to kill Chauhary's accomplices. This leads David and Suitcase to be tempted and kill them all. Did David grab the suitcase or Maran captured? Did the money go to gullible people?",ta,https://www.themoviedb.org/movie/1450177,N/A,Everyone
The Stolen Children of Aotearoa,1458098,2025-03-28,0,Documentary,"Brings to light the harrowing experiences of survivors who endured abuse while in state care in New Zealand. Through candid interviews and personal narratives, the film delves into the systematic failures that led to countless individuals suffering, predominantly from Māori communities.",en,https://www.themoviedb.org/movie/1458098,N/A,Mature
The Beast of Bray Road,1451570,2025-03-28,0,"Horror, Comedy","“The Beast of Bray Road” (2025) is a horror comedy film set in Elkhorn, Wisconsin directed by, written by, and starring 4 young men from the same town. It follows Ben and Zach, two amateur YouTubers, and their friends Eddie and Alex, who will do just about anything for internet virality. This time though, the group takes on more than they can handle as a prank gone awry awakens a dormant Elkhorn legend set on giving them exactly what they wanted… in all the worst ways.​",en,https://www.themoviedb.org/movie/1451570,N/A,Everyone
A Free Man,1384492,2025-03-28,0,Documentary,"In the 1970s, Agustín Gómez Arcos rose to the top of French literature, while in his own country, Spain, his name remained hidden. A Free Man reflects on the recent history of Spain through silences, lost stories and the role of culture and memory.",es,https://www.themoviedb.org/movie/1384492,N/A,Everyone
Istanti,1387189,2025-03-28,0,"Drama, Romance, Comedy",,it,https://www.themoviedb.org/movie/1387189,N/A,Everyone
Más cinco,1453834,2025-03-28,0,"Documentary, Drama",,es,https://www.themoviedb.org/movie/1453834,N/A,Everyone
Ich sterbe. Kommst du?,1385432,2025-03-28,0,,,de,https://www.themoviedb.org/movie/1385432,N/A,Everyone
What I Remember,1445724,2025-03-28,0,,"In the rural town of Brookehaven, two strangers meet each other in a stroke of fate. Ryan documents everything with a camera, and Sam, a lonely troublemaker, welcomes Ryan into her life. In the present day, Ryan has gone missing, and Sam reminisces on their past as she goes through the old footage and searches for Ryan. It is a collection of intimate moments and glitchy, datamoshed memories, telling a tale about rural upbringing, queer community, and the recollection of the past.",en,https://www.themoviedb.org/movie/1445724,N/A,Everyone
Last After School,1456613,2025-03-28,0,,"After their high school graduation, six close friends gather for one last after-school meeting, sharing stories of unspoken loves and personal challenges, leading to heartfelt confessions and a deeper understanding of each other's journeys.",ja,https://www.themoviedb.org/movie/1456613,N/A,Everyone
Winona,1455597,2025-03-28,0,,Short film created for the song Winona by Deafheaven,en,https://www.themoviedb.org/movie/1455597,N/A,Everyone
kamikaze,1457942,2025-03-28,9,Drama,A model/aspiring photographer finds herself caught in a toxic love triangle with a self-absorbed influencer and his controlling girlfriend during a chaotic high-fashion photoshoot.,en,https://www.themoviedb.org/movie/1457942,N/A,Everyone
Zyaw na pinciriq nqu llingay Mbngciq,1452856,2025-03-28,0,Documentary,,zh,https://www.themoviedb.org/movie/1452856,N/A,Everyone
Gentle yexhand 3: La creación de Gentlestein.,1457468,2025-03-28,10,"Horror, Thriller, Science Fiction, Crime, Drama",,es,https://www.themoviedb.org/movie/1457468,N/A,Everyone
Bandida,1400755,2025-03-28,0,Drama,An EMT confronts human trafficking at her home.,en,https://www.themoviedb.org/movie/1400755,N/A,Everyone
Vorher Nachher,1425627,2025-03-28,0,Documentary,,de,https://www.themoviedb.org/movie/1425627,N/A,Everyone
Mesmerized,1443213,2025-03-28,0,"Mystery, Science Fiction, Drama",A young woman returns to the mountain where her family spent their childhood summers in search of the sister that only she can remember.,en,https://www.themoviedb.org/movie/1443213,N/A,Everyone
Citizen Ass: The Last Temptation of Web Ass,1454107,2025-03-28,0,Comedy,,it,https://www.themoviedb.org/movie/1454107,N/A,Everyone
Blue Violet,1436694,2025-03-28,0,,Blue’s gift preparations for her beloved Violet transform into something darker when reality picks up the phone.,en,https://www.themoviedb.org/movie/1436694,N/A,Everyone
The Take-Out,1416886,2025-03-28,0,"Crime, Comedy, Drama",Escalating tensions in the criminal underworld threaten the safety and friendship of Dennis and Larry- and set in motion events that will dig up dark truths from the past of Pizza By Wiggins.,en,https://www.themoviedb.org/movie/1416886,N/A,Everyone
hongu’utux,1452924,2025-03-28,0,Drama,,zh,https://www.themoviedb.org/movie/1452924,N/A,Everyone
Hoții de subiecte,1388828,2025-03-28,0,,,ro,https://www.themoviedb.org/movie/1388828,N/A,Everyone
Barefoot Labyrinth,1455589,2025-03-28,0,,"In a dystopian world, women are vanishing into a portal that has appeared in an abandoned industrial building outside of Los Angeles. This is a video document of the horror and ecstasy of what lies inside the barefoot labyrinth.",en,https://www.themoviedb.org/movie/1455589,N/A,Everyone
Black Star,1387887,2025-03-28,0,"Horror, Drama",An actress falls.,en,https://www.themoviedb.org/movie/1387887,N/A,Everyone
Portrait of a Confused Father,951034,2025-03-28,0,Documentary,A 20-year film project following a father and son takes a dramatic turn when the Norwegian director faces his own life-altering crisis.,no,https://www.themoviedb.org/movie/951034,N/A,Everyone
